Date,Open,High,Low,Close,Adj Close,Volume
2014-01-16,59.849998474121094,60.599998474121094,58.099998474121094,58.900001525878906,56.92740249633789,4914226
2014-01-17,58.900001525878906,59.0,56.5,56.75,54.849403381347656,847530
2014-01-20,56.54999923706055,57.849998474121094,56.0,56.95000076293945,55.0427131652832,711904
2014-01-21,57.0,57.349998474121094,56.349998474121094,56.54999923706055,54.65610122680664,511727
2014-01-22,56.400001525878906,57.099998474121094,55.79999923706055,56.150001525878906,54.269500732421875,352131
2014-01-23,56.04999923706055,56.95000076293945,55.75,56.0,54.12452697753906,339154
2014-01-24,55.5,55.95000076293945,53.75,53.900001525878906,52.09485626220703,488935
2014-01-27,53.0,53.25,51.0,51.75,50.01686096191406,743777
2014-01-28,51.70000076293945,52.70000076293945,51.150001525878906,51.849998474121094,50.11350631713867,472901
2014-01-29,52.150001525878906,52.79999923706055,51.5,51.75,50.01686096191406,310447
2014-01-30,51.0,51.5,49.599998474121094,50.150001525878906,48.4704475402832,566146
2014-01-31,50.25,51.45000076293945,50.25,50.79999923706055,49.09867477416992,310102
2014-02-03,50.599998474121094,51.70000076293945,50.5,51.54999923706055,49.82355880737305,327248
2014-02-04,51.29999923706055,52.79999923706055,50.29999923706055,52.5,50.74174118041992,327815
2014-02-05,52.25,53.849998474121094,52.25,53.70000076293945,51.90155792236328,380609
2014-02-06,53.75,54.25,53.5,53.75,51.94987487792969,321600
2014-02-07,53.79999923706055,54.5,53.599998474121094,53.75,51.94987487792969,351977
2014-02-10,53.79999923706055,54.099998474121094,53.400001525878906,53.599998474121094,51.80489730834961,188334
2014-02-11,53.599998474121094,53.900001525878906,52.54999923706055,53.349998474121094,51.56327438354492,212281
2014-02-12,53.54999923706055,53.95000076293945,53.0,53.25,51.46662521362305,156193
2014-02-13,53.5,53.599998474121094,52.0,52.150001525878906,50.40346908569336,204674
2014-02-14,52.25,52.70000076293945,51.349998474121094,51.599998474121094,49.87187957763672,170958
2014-02-17,51.45000076293945,52.099998474121094,51.099998474121094,51.650001525878906,49.92020797729492,142570
2014-02-18,51.75,53.0,51.650001525878906,52.75,50.98336410522461,187144
2014-02-19,52.29999923706055,52.95000076293945,51.5,51.650001525878906,49.92020797729492,301129
2014-02-20,51.04999923706055,51.75,50.900001525878906,51.04999923706055,49.340301513671875,169121
2014-02-21,51.25,51.95000076293945,51.0,51.20000076293945,49.48527908325195,170025
2014-02-24,51.099998474121094,51.75,51.0,51.45000076293945,49.72690963745117,221785
2014-02-25,51.599998474121094,52.150001525878906,50.349998474121094,51.099998474121094,49.38862609863281,457632
2014-02-26,51.0,52.900001525878906,51.0,52.349998474121094,50.596763610839844,525522
2014-02-28,52.0,53.29999923706055,51.5,52.20000076293945,50.451786041259766,443228
2014-03-03,52.0,53.75,52.0,53.400001525878906,51.61159896850586,531252
2014-03-04,53.54999923706055,54.79999923706055,52.79999923706055,54.25,52.433135986328125,771075
2014-03-05,54.5,55.400001525878906,53.75,55.0,53.158016204833984,699739
2014-03-06,55.349998474121094,55.349998474121094,54.5,55.0,53.158016204833984,626011
2014-03-07,55.099998474121094,56.099998474121094,55.0,55.54999923706055,53.68959045410156,832022
2014-03-10,55.29999923706055,57.5,55.0,57.0,55.091033935546875,1298065
2014-03-11,56.849998474121094,59.0,56.0,58.45000076293945,56.49247360229492,1465323
2014-03-12,58.45000076293945,58.900001525878906,56.849998474121094,57.95000076293945,56.00921630859375,628365
2014-03-13,57.70000076293945,58.45000076293945,55.900001525878906,56.25,54.366146087646484,468393
2014-03-14,55.70000076293945,56.5,54.650001525878906,56.349998474121094,54.462799072265625,250836
2014-03-18,56.5,57.5,56.5,57.150001525878906,55.23601150512695,424224
2014-03-19,57.099998474121094,58.400001525878906,57.099998474121094,58.150001525878906,56.202518463134766,612127
2014-03-20,58.0,58.150001525878906,57.20000076293945,57.95000076293945,56.00921630859375,356082
2014-03-21,57.75,58.900001525878906,57.5,58.45000076293945,56.49247360229492,521218
2014-03-24,57.0,59.29999923706055,57.0,58.75,56.78242492675781,678475
2014-03-25,58.5,59.75,58.0,59.5,57.50730514526367,815041
